"","wind_LGF_1hour","wind_NYL_1hour","wind_NOZ_1hour","wind_ODO_1hour","wind_MAF_1hour","wind_MDD_1hour"
"1",-0.291061172101544,0.316058887590927,0.313568421447263,-0.322658902513816,4.31162754495069e-19,-0.691747200769312
"2",-0.874824067767863,-0.945222841393427,-0.627136842894527,0.322356787436556,0.618442841036838,-0.000161963755740883
"3",0.292701723564775,-0.31458197690125,-0.627136842894526,-0.000151057538630064,4.31162754495069e-19,-0.691747200769312
"4",-0.874824067767863,-0.629902409147339,-3.32708959736423e-19,-0.645166747489002,-1.5461071025921,-1.0375398192761
"5",-1.16670551560102,-1.5758637058856,-3.32708959736423e-19,-1.61269028241456,-1.23688568207368,-0.000161963755740883
"6",0.292701723564775,1.26202018432919,0.94070526434179,0.967372477386928,0.927664261555257,-0.000161963755740883
"7",0.292701723564775,0.316058887590927,-0.313568421447263,0.322356787436556,0.309221420518419,-0.000161963755740883
"8",-0.582942619934703,0.316058887590927,-3.32708959736423e-19,0.322356787436556,0.309221420518419,-0.000161963755740883
"9",-0.874824067767863,-0.31458197690125,-0.94070526434179,-0.000151057538630064,4.31162754495069e-19,-0.000161963755740883
"10",0.876464619231094,0.631379319837016,0.627136842894527,-1.61269028241456,-1.5461071025921,-0.000161963755740883
"11",0.584583171397934,-0.629902409147339,0.313568421447263,0.967372477386928,0.927664261555257,1.03721589176462
"12",-1.45858696343418,0.000738455344838615,0.627136842894527,-0.000151057538630064,4.31162754495069e-19,-1.0375398192761
"13",2.91963475406321,1.57734061657528,-0.94070526434179,0.644864632411742,4.31162754495069e-19,-0.000161963755740883
"14",-2.91799420259998,-1.5758637058856,-0.313568421447263,-0.645166747489002,-0.927664261555257,-0.000161963755740883
"15",0.000820275731615435,-0.31458197690125,-0.313568421447263,-0.967674592464188,4.31162754495069e-19,1.03721589176462
"16",0.000820275731615435,0.946699752083104,2.19497895013084,2.25740385728767,1.5461071025921,-1.0375398192761
"17",2.62775330623005,-1.26054327363952,-0.313568421447263,0.322356787436556,1.23688568207368,2.42038636579176
"18",-1.75046841126734,0.316058887590927,-0.94070526434179,0.322356787436556,-0.309221420518419,0.345630654751044
"19",1.46022751489741,2.20798148106746,1.56784210723632,-0.645166747489002,1.23688568207368,-0.691747200769312
"20",0.876464619231094,-0.945222841393427,-3.32708959736423e-19,1.6123881673373,-0.927664261555257,0.69142327325783
"21",-0.874824067767863,0.316058887590927,-0.627136842894526,-1.93519812738975,0.618442841036838,-0.000161963755740883
"22",-0.582942619934703,0.000738455344838615,1.25427368578905,1.6123881673373,4.31162754495069e-19,-0.000161963755740883
"23",0.584583171397934,0.316058887590927,-3.32708959736423e-19,-0.322658902513816,4.31162754495069e-19,0.345630654751045
"24",0.584583171397934,-0.31458197690125,-0.313568421447263,-0.967674592464188,-0.309221420518419,-0.345954582262527
"25",-2.91799420259998,0.316058887590927,-0.627136842894527,-0.000151057538630064,-0.927664261555257,-0.691747200769312
"26",2.04399041056373,-0.629902409147339,-0.627136842894527,-0.000151057538630064,-0.618442841036838,-0.345954582262527
"27",0.292701723564774,0.000738455344838615,-3.32708959736423e-19,-0.000151057538630064,0.618442841036838,-0.000161963755740883
"28",-0.582942619934703,-0.629902409147338,-3.32708959736423e-19,0.644864632411742,0.618442841036838,0.345630654751045
"29",-0.291061172101544,0.316058887590927,-0.313568421447263,-0.322658902513816,-0.309221420518419,-0.000161963755740883
"30",-0.291061172101544,0.316058887590927,0.313568421447263,-0.000151057538630064,4.31162754495069e-19,-0.000161963755740883
"31",0.584583171397934,-1.26054327363952,0.627136842894527,-0.645166747489002,-0.618442841036838,-0.691747200769312
